interval_range,taylor_n,num_solutions,num_real_solutions,pred_parameters,sampled_parameters,sampled_u0
0.1,5,80,1,"Number[2.9465720080097126, 0.004559431057158273, 0.00646292467451559, 0.00502028543225048, 0.00765190873731408, 0.22364352918215932]","[7.142925547150293, 0.011176498021061902, 0.012564557890267157, 0.005020694111392609, 0.22364352918215935, 0.007651786664311379]","[249.09219446286676, 4.694434249475034, 101.19701304812187]"
0.1,5,115,1,"Number[2.7165651152005634, 0.00426591528422921, 0.0065089641268253964, 0.004253261238517942, 0.008002431698919576, 0.2229303599325989]","[5.947753071208326, 0.012136114148813139, 0.010981772284598125, 0.004253450633148324, 0.22293035993259894, 0.008002354707927383]","[252.7678308476985, 5.287321042906342, 106.51568208173539]"
0.1,5,14,1,"Number[3.0350170844172175, 0.0034621638283697637, 0.007079305883907924, 0.004657521922737188, 0.007952882922514894, 0.2258745099171725]","[6.657695642652838, 0.011448155988860616, 0.010729162569961304, 0.004657729434728826, 0.22587450991717248, 0.007952805115662473]","[242.61500899075975, 4.847736887446203, 97.26563154316679]"
0.1,5,13,1,"Number[2.643482116605952, 0.0045269819000503825, 0.0066625296724310175, 0.004476244429444149, 0.007999840324018723, 0.22260246622476906]","[6.434397596622645, 0.013006657391960759, 0.012141982771935584, 0.004476523254343358, 0.22260246622476912, 0.007999757932869774]","[243.24214425590796, 4.777144025885707, 108.15609917476806]"
0.1,5,33,1,"Number[2.6343017704800196, 0.004429547120265484, 0.00702669500821279, 0.004483488943004655, 0.008220222592066978, 0.18656756377128075]","[6.845410600220928, 0.012258178355021023, 0.01266678513752953, 0.004483748599918341, 0.18656756377128064, 0.008220148017427438]","[227.89665774138828, 4.673610518303591, 106.56683946074426]"
0.1,5,124,1,"Number[2.8239346752864853, 0.004595847105105554, 0.006419700825966774, 0.00492865238399205, 0.006876879104777027, 0.20544384908651]","[6.681267368200399, 0.011456831903979121, 0.012176588721505188, 0.004929075387055275, 0.20544384908650998, 0.006876728377415417]","[249.97327795791222, 5.089066982933185, 103.84711731561968]"
0.1,6,216,0,"Number[-4.010056369583629 + 8.14836758527312im, 0.022422275168099998 + 0.015546558071512772im, -0.014154990071980927 - 0.023711152290112506im, -0.0077876895940716265 + 0.03514111732571797im, -0.011069018848657861 + 0.002321238650129321im, 0.1964090292650651 + 0.0im]","[6.590137427828392, 0.011761529433907465, 0.01110713206857879, 0.004464592494873855, 0.19640902926506512, 0.007911956859886975]","[225.6616891293482, 4.972893377321781, 106.4920571825207]"
0.1,6,216,0,"Number[5.986197502621011 - 7.114557212410129im, 0.01736484659983149 - 0.00874155347390328im, -0.010659653781393398 + 0.018710042969006076im, 0.018209779613521312 + 0.025378010145304206im, 0.001277182955883331 - 0.0008173402864088633im, 0.19569113342497899 + 0.0im]","[6.024150824634397, 0.012803139963686563, 0.012689323193971175, 0.004500562576652917, 0.19569113342497899, 0.007332409334931346]","[246.78317687970312, 5.24919402562641, 105.1196904938945]"
0.1,6,216,0,"Number[0.6294348780379344 - 1.6021706976014694im, -0.0016108876834228152 - 0.011170993575753im, 0.008844732654648996 + 0.001187617175262784im, 0.03024603956133489 + 2.0400633828780818e-67im, 0.00416477869453759 - 4.4510473808249057e-67im, 0.1863277264066687 + 0.0im]","[7.1866718666103715, 0.012750124739840284, 0.011378493287588751, 0.0049159788789399535, 0.18632772640666878, 0.007575047151419075]","[272.94288490738734, 4.907634148154655, 105.74116819949631]"
0.1,6,216,0,"Number[1.7593425332526362 + 2.13002216241707im, 0.0019076253649156483 + 0.010406443425022675im, 0.010007074372248357 - 0.0072978155879703036im, 0.035031141458520446 - 1.0795210693868056e-78im, 0.003098677239340497 + 1.4438594303048525e-77im, 0.22389149772385708 + 0.0im]","[7.099956093542406, 0.011992807976481057, 0.011533631458995063, 0.004279863521585233, 0.22389149772385705, 0.008069018193750617]","[227.04748890084164, 4.542682694898169, 92.70610114974222]"
0.1,6,216,0,"Number[-1.0429810714992789 - 0.6760249273409514im, -0.012962163893027795 + 0.038312871633315385im, 0.009904513519437963 - 0.023115103788295826im, 0.021106298037328525 - 0.02934671009035565im, -0.0012685130821383616 + 0.001147103075139717im, 0.2191236487102536 + 0.0im]","[7.2531505169398125, 0.012555236751491778, 0.011078321788518336, 0.004365791497803828, 0.21912364871025358, 0.008023864564572547]","[253.21758911717905, 5.251077693293866, 91.00912835845303]"
0.1,6,216,0,"Number[0.8650804058605104 - 1.014122839118363im, -0.0015962514105234361 - 0.00730556804889771im, -0.002574888694829634 - 0.012066842498544722im, 0.018829656007417452 + 0.026220959926887215im, 0.0029761879687487543 - 0.0006470277483730711im, 0.18885196172520383 + 0.0im]","[6.50919432316719, 0.012654177123496878, 0.012358780435430886, 0.004397540444441073, 0.18885196172520383, 0.008006189078593486]","[245.5572638312907, 4.667602786455232, 102.29673013241214]"
0.1,6,216,0,"Number[-0.04481440702324095 - 0.476509365859464im, -0.01366944582075205 - 0.015599856180808388im, 0.0117789205288916 - 0.0016674020900547808im, 0.03131216178770693 + 2.3738919364399497e-65im, 0.0033607642519976216 + 1.5192908393215678e-64im, 0.22306614951656706 + 0.0im]","[6.621142178409828, 0.012783353684059265, 0.011299920314942416, 0.004666868158783931, 0.22306614951656706, 0.007051517701161334]","[238.00636572235928, 4.686800128050668, 102.70060136925812]"
0.1,6,216,0,"Number[-0.7153676357939763 + 1.5764579698340317im, 0.012360617587378941 - 0.03137428598185644im, -0.008081148738753248 + 0.02697419247650298im, 0.004622046843179657 + 0.0im, 0.007674755602717611 + 0.0im, 0.219915603891705 + 0.0im]","[7.168217724798779, 0.011687982508666721, 0.0126025004699093, 0.004622023791665968, 0.219915603891705, 0.007674762916252018]","[261.2123493939441, 4.5763335046717915, 106.7731688654472]"
0.1,6,216,0,"Number[1.7771521235857848 + 2.229886083565691im, 0.003074798849201514 + 0.009578795571742706im, 0.008363057879679848 - 0.006715527000548676im, 0.019800551264262743 - 0.027573838904858337im, -0.00034095328262195846 + 0.00103356112659437im, 0.21224229719426896 + 0.0im]","[6.789585502743977, 0.013172101329719629, 0.01143146043360983, 0.00463836103208069, 0.21224229719426893, 0.0074849401931740165]","[251.5791404862724, 5.329675094059837, 96.61005777071529]"
0.1,6,216,0,"Number[-1.092566126629333 + 4.514131097068891im, 0.00930530392513549 + 0.01841380457062831im, 0.0018245398123993442 - 0.019277000367112176im, 0.004498414221076625 + 0.0im, 0.007587978898049431 + 0.0im, 0.22585068977214 + 0.0im]","[6.597839088002612, 0.012701686702976955, 0.012332672240572365, 0.004498392919514498, 0.22585068977213996, 0.007587986381766041]","[231.47436980347322, 4.794980498770083, 108.71384952327769]"
0.1,6,216,0,"Number[3.440187190529998 - 6.080946788825333im, 0.019274633655505833 - 0.023576441529986215im, -0.010707860339953548 + 0.023865263757689093im, 0.01961326569919278 - 0.027307003836651404im, 0.00157842698267623 + 0.0007319650212651604im, 0.2083995132610889 + 0.0im]","[6.552244198318969, 0.013073566151095433, 0.011437386121795966, 0.004517152565443553, 0.20839951326108888, 0.007279693425389494]","[251.87315973413138, 4.644357063217622, 98.09307112669507]"
0.1,6,216,0,"Number[2.0007676973823085 + 2.1903968294280167im, 0.0036136971616870183 + 0.008541708368392359im, 0.007412628861612265 - 0.005920057835338915im, -0.008210517264848413 - 0.037078363237876666im, -0.01736794835773887 - 0.0028829734860117955im, 0.19061976860649002 + 0.0im]","[6.369769274598508, 0.011979571263990305, 0.010672081814293813, 0.005053358589747649, 0.19061976860648996, 0.007866346400387823]","[274.05182377097157, 5.448832552266589, 100.46623764677493]"
0.1,6,216,0,"Number[-0.38709428968696724 - 1.5459266359378712im, -0.003328195516162262 - 0.020280386934973933im, 0.011523297871068311 + 0.010882802401283441im, -0.00886536951120927 - 0.03998007729448561im, -0.025265949851689985 - 0.003559021140500361im, 0.22060057124487176 + 0.0im]","[6.026290222970806, 0.01209116922155256, 0.010430070185506473, 0.004762154970698898, 0.22060057124487176, 0.007145240420906818]","[247.7759585849495, 5.366432327101118, 92.85664929229362]"
0.1,6,216,0,"Number[5.356897119396839 - 0.7045568234858658im, 0.013109446414102286 + 0.0009292725552102377im, -0.00871462405526787 - 0.015965131739899076im, -0.008582542074973503 - 0.03867985446126243im, -0.014981588272192153 - 0.002804195426891016im, 0.20174846964730705 + 0.0im]","[6.242802843264553, 0.011044819146095623, 0.011754643564228178, 0.004360187196537394, 0.20174846964730714, 0.008246104382909875]","[237.6390942455361, 4.799440109878622, 96.5930701743108]"
0.1,6,216,0,"Number[1.422286974847483 + 1.0384336903160798im, -0.0008879706034037801 + 0.003890756283039663im, -0.003046848684842021 + 0.014350444868989865im, 0.004822697658829514 + 0.0im, 0.007375899504679998 + 0.0im, 0.22201006908200677 + 0.0im]","[7.122482804424277, 0.011439947217572783, 0.010699600055902474, 0.004822679996606824, 0.22201006908200688, 0.00737590816164613]","[233.01603961979788, 5.094530262533705, 96.83033680028309]"
0.1,6,216,0,"Number[4.679979064047537 + 2.6892884006204536im, 0.02080652223257706 + 0.02705390632820995im, -0.010740253434033727 - 0.024055752097866527im, 0.019744656398126878 + 0.027541213989078557im, 0.0030703765671778013 - 0.0006920809806790857im, 0.1875318656014817 + 0.0im]","[6.975218795915419, 0.012769963646704834, 0.010445690893206924, 0.005162730972130457, 0.18753186560148166, 0.0080550402493035]","[262.79858665501314, 4.608991022625897, 96.89363268600022]"
0.1,6,216,0,"Number[0.7915227967200967 - 1.7555663522527498im, -0.00011873958798069831 - 0.011636242936982876im, 0.008609380231107756 + 0.0010317741800094234im, 0.019632741852763775 + 0.027367902455360152im, 0.0004717340441818748 - 0.0010008558133205116im, 0.20263196587654925 + 0.0im]","[6.579742963077673, 0.010952782247785176, 0.01189433223177517, 0.004934301128489929, 0.20263196587654916, 0.007737846146175678]","[249.48214600227237, 5.3401324448468195, 97.15115711087113]"
0.1,6,216,0,"Number[-0.4298655610647539 + 1.19452433064902im, 0.014311287541944993 - 0.03816223290979162im, -0.007987602139199744 + 0.027233162939278615im, 0.020192205776548258 - 0.028142187470264396im, 0.002062675971444392 + 0.000854399890711777im, 0.21554310232902257 + 0.0im]","[7.125963807279092, 0.013193925576999154, 0.0105547476859783, 0.005006442553242479, 0.21554310232902263, 0.008378052639510608]","[268.557904962016, 4.923295462788748, 94.7712849076688]"
0.1,6,216,0,"Number[0.6457119273009251 - 1.6397605844960397im, -0.0012729728723110739 - 0.012341063724235995im, 0.009853267398314946 + 0.0013092040700667957im, 0.020109007346457985 + 0.02798903920441512im, 0.0014948116698249646 - 0.0007451447704013275im, 0.22545456733143243 + 0.0im]","[6.339920987356471, 0.012649988396932453, 0.011474635651571492, 0.004529488322001835, 0.22545456733143243, 0.007373061788293265]","[231.56903432064468, 4.563727898022451, 95.75768271950302]"
0.1,6,216,0,"Number[0.713147846353133 + 1.5570169043648383im, 0.0004098100622104728 + 0.01073573625405105im, 0.008245489137481537 - 0.0010243751485954108im, 0.03077603097484175 - 4.1780498081343114e-64im, 0.003858762538066922 - 1.4433262973554894e-63im, 0.19282699607609247 + 0.0im]","[6.438271464618723, 0.012096495202860082, 0.012527760259202514, 0.004446489256995251, 0.19282699607609247, 0.007840583566761036]","[265.9814013948629, 4.952360901317031, 104.66435353824737]"
0.1,7,91,1,"Number[3.3733464934507733, 0.004897376568934827, 0.008065661069133943, 0.004305585752808789, 0.007927824338959891, 0.19970909701136055]","[6.0212819342514, 0.01246923062684969, 0.010741378271006938, 0.004305586027922566, 0.1997090970113605, 0.007927824173000152]","[274.47446561377836, 4.830908434286719, 91.54208444189594]"
0.1,7,134,1,"Number[3.3668727324476597, 0.003361498260792738, 0.009003444146988991, 0.004274896480649143, 0.00810729079057345, 0.18822923439443504]","[6.969117666994956, 0.012792663468956382, 0.010689860013877606, 0.0042748967522719785, 0.1882292343944351, 0.008107290629785751]","[257.5513709744273, 4.816852602126084, 92.17421965667845]"
0.1,7,1,1,"Number[3.1335343969966005, 0.00597179694007297, 0.0077189375096369086, 0.004536233270380058, 0.007258320971535548, 0.214819057246211]","[6.014921902026964, 0.012508627195835445, 0.011781043902303544, 0.0045362343547789286, 0.21481905724621095, 0.007258320513446815]","[264.8403944595514, 4.705327506060257, 104.57133114924942]"
0.1,7,236,1,"Number[3.407421340651503, 0.005934592472243336, 0.00866834044569019, 0.0047280499971168325, 0.007837200148431854, 0.18701611458482015]","[6.482891252848066, 0.011223621817802419, 0.012460998851451655, 0.004728050549647582, 0.18701611458482018, 0.007837199819489809]","[230.57041303112814, 4.910826916721686, 90.4708966486995]"
0.1,7,217,1,"Number[3.191961190257301, 0.005697198304061251, 0.008279069993320192, 0.004277933081823363, 0.007077145444114372, 0.19232430970015663]","[6.409066079314916, 0.01259432324909781, 0.012658863123329488, 0.004277933375604121, 0.1923243097001567, 0.007077145239131725]","[256.01866019881606, 5.156653627482538, 92.7902590564326]"
0.1,7,240,1,"Number[3.4569355294709876, 0.005239530280964978, 0.007829086910956651, 0.004622927103587876, 0.007455863935867159, 0.20701639955234694]","[6.288824370200793, 0.01122093529561662, 0.011071795257073018, 0.004622927722630423, 0.207016399552347, 0.0074558634969664386]","[271.6771489863522, 5.449801679515157, 94.01316399673031]"
0.1,7,310,1,"Number[3.1674833232789408, 0.0044481948330623135, 0.008226613233008164, 0.004480085238043263, 0.007172211692301736, 0.19460999772687287]","[7.03002964006374, 0.012181532181055535, 0.011263012700577736, 0.004480086598556794, 0.19460999772687287, 0.007172211075769924]","[261.5582409003604, 5.037739120683012, 109.3038485377901]"
0.1,7,112,1,"Number[3.354907953597223, 0.005190353041070103, 0.008124881428624598, 0.00475843964811835, 0.007312999997361388, 0.21985551811399284]","[6.747049085795527, 0.01128476983422776, 0.011386293157303756, 0.0047584412375265865, 0.21985551811399281, 0.007312999419215656]","[252.57355071484716, 4.501507520572929, 104.46272528524321]"
0.1,7,55,1,"Number[3.0160279874615408, 0.006521896558423164, 0.008533390270197009, 0.004963462061921533, 0.0077177113564471005, 0.18766775732975755]","[5.98876736576372, 0.012769040752085745, 0.012525595589675163, 0.0049634645427208066, 0.18766775732975757, 0.007717710530665009]","[226.88936993971538, 4.519961679254724, 105.84478428417087]"
0.1,7,332,1,"Number[3.0571919505216307, 0.006439558151598253, 0.007772437285253214, 0.004883998799877958, 0.008161280626731512, 0.21186239259838335]","[6.1056212061757025, 0.013219010640187323, 0.012350441946726671, 0.004884001606525728, 0.2118623925983833, 0.008161279287432438]","[254.36479637352966, 5.465529033982455, 109.18276143173968]"
0.1,7,3,1,"Number[3.098756439656393, 0.005890122711450781, 0.008567361266575186, 0.004489769064995268, 0.007349919416791979, 0.21006566795613615]","[6.5670193773087995, 0.0123862389814867, 0.012567595594294021, 0.004489770052005206, 0.2100656679561361, 0.007349918858602558]","[233.43949322357372, 5.317289179546852, 104.04348158586406]"
0.1,7,66,1,"Number[3.4213512049291417, 0.0043448551446582506, 0.008420650068338939, 0.004639812409046757, 0.007208343377113035, 0.20817954529180793]","[7.031086426394659, 0.011112728436794138, 0.01087175734116381, 0.00463981352337535, 0.2081795452918079, 0.007208342800863678]","[251.73419099489422, 5.071496173145686, 101.98545156963873]"
0.1,7,276,1,"Number[3.318250494560218, 0.004716606157174577, 0.008290269895355846, 0.004386017831325863, 0.0071385303880733796, 0.19632156350501082]","[7.110739182354512, 0.013226714349126015, 0.012332862924188049, 0.0043860182111234635, 0.19632156350501084, 0.007138530099641647]","[269.5322771993664, 5.45193252844617, 93.2651665036686]"
0.1,7,123,1,"Number[3.137188041085094, 0.00525250846177499, 0.007847350788212696, 0.004285921314982949, 0.0070620392672180315, 0.22135152621820792]","[7.1718534302673005, 0.012725292997934071, 0.012345579575975475, 0.004285922269014204, 0.22135152621820792, 0.007062038898143296]","[267.001693881914, 4.614074986029073, 109.79271454499579]"
0.1,7,152,1,"Number[3.062773567864799, 0.005315524359189428, 0.008854541590212432, 0.0043995064675115885, 0.0073474705473087635, 0.19022837170163542]","[6.736379952245208, 0.012699128339868629, 0.012344748241734581, 0.004399507297345486, 0.19022837170163545, 0.007347470197673025]","[232.48239650861177, 4.63506053334123, 104.43691733459542]"
0.1,7,130,1,"Number[3.328391168880881, 0.006413706161464753, 0.008109674881261133, 0.005132516481939233, 0.007639560120313737, 0.21439953299602743]","[6.176956627186337, 0.010897404131083182, 0.011926476863584879, 0.005132519170497449, 0.2143995329960274, 0.007639559076411731]","[233.91894298669635, 4.752122664769616, 102.78256713763845]"
